"SAPCE1 Personal consumption expenditures (PCE) by major type of product 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2016","2017","2018","2019","2020"
"22000","Louisiana","16","      Health care",29408.2,30098.1,30728.9,32613.7,31317.1
"22000","Louisiana","17","      Transportation services",3811.9,3898.8,4037.7,4241.8,3422.2
"22000","Louisiana","18","      Recreation services",5030.2,5253.2,5401.9,5512.8,4153.3
"22000","Louisiana","19","      Food services and accommodations",12352.0,12648.8,13153.2,13451.9,10886.6
"22000","Louisiana","20","      Financial services and insurance",11892.1,12984.8,14394.8,14645.8,15146.2
"22000","Louisiana","21","      Other services",10759.9,11302.5,11637.0,12424.9,11977.0
"23000","Maine","1","Personal consumption expenditures",54847.8,57591.1,60085.5,62130.4,61123.8
"23000","Maine","4","      Motor vehicles and parts",2226.6,2291.7,2406.4,2429.6,2662.7
"23000","Maine","5","      Furnishings and durable household equipment",1310.6,1378.4,1475.3,1549.5,1715.6
"23000","Maine","6","      Recreational goods and vehicles",1249.2,1324.9,1367.6,1432.3,1658.3
"23000","Maine","7","      Other durable goods",704.2,712.8,720.6,740.4,714.2
"23000","Maine","9","      Food and beverages purchased for off-premises consumption",4591.7,4782.8,4971.1,5206.4,5857.3
"23000","Maine","10","      Clothing and footwear",1300.4,1286.5,1299.9,1318.9,1178.5
"23000","Maine","11","      Gasoline and other energy goods",1625.3,1899.9,2177.9,2128.4,1528.9
"23000","Maine","12","      Other nondurable goods",4776.9,4979.3,5116.4,5396.6,5847.9
"23000","Maine","15","      Housing and utilities",9770.8,10309.2,10728.8,11062.2,11526.6
"23000","Maine","16","      Health care",10264.7,10619.8,10848.9,11172.1,10599.8
"23000","Maine","17","      Transportation services",1504.1,1573.1,1680.4,1739.6,1382.9
"23000","Maine","18","      Recreation services",2120.2,2249.9,2394.8,2478.6,1846.5
"23000","Maine","19","      Food services and accommodations",3696.1,3942.0,4159.9,4374.7,3377.2
"23000","Maine","20","      Financial services and insurance",3343.1,3539.0,3758.3,3716.1,3717.6
"23000","Maine","21","      Other services",3645.4,3798.7,3959.1,4281.2,4112.9
"24000","Maryland","1","Personal consumption expenditures",255458.3,263908.1,273980.3,280841.7,268456.8
"24000","Maryland","4","      Motor vehicles and parts",8880.4,8921.9,9111.4,8990.8,9035.7
"24000","Maryland","5","      Furnishings and durable household equipment",5768.6,5955.7,6130.9,6282.6,6636.2
"24000","Maryland","6","      Recreational goods and vehicles",6620.5,6723.0,6978.6,7667.1,8559.9
"24000","Maryland","7","      Other durable goods",3993.2,4059.7,4095.2,4176.1,3926.0
"24000","Maryland","9","      Food and beverages purchased for off-premises consumption",16539.7,16915.5,17181.7,17384.7,19075.0
"24000","Maryland","10","      Clothing and footwear",7233.8,7335.3,7416.9,7426.6,6448.0
"24000","Maryland","11","      Gasoline and other energy goods",4842.7,5332.9,6149.2,5748.6,4241.1
"24000","Maryland","12","      Other nondurable goods",21893.5,22769.2,23304.1,24414.5,25936.8
"24000","Maryland","15","      Housing and utilities",50476.9,51462.8,53391.4,54819.5,56252.7
"24000","Maryland","16","      Health care",42604.8,43900.6,44940.5,46760.7,43514.1
"24000","Maryland","17","      Transportation services",8478.6,8830.8,9264.8,9556.3,7213.4
"24000","Maryland","18","      Recreation services",10314.8,10753.9,11065.4,11067.4,7720.5
"24000","Maryland","19","      Food services and accommodations",16782.3,17765.3,18502.7,19378.9,14843.7
"24000","Maryland","20","      Financial services and insurance",17631.3,18932.2,20315.1,20605.9,20905.6
"24000","Maryland","21","      Other services",25111.8,25590.4,26687.7,27740.9,23479.8
"25000","Massachusetts","1","Personal consumption expenditures",337983.0,350797.7,364729.5,377584.5,358472.3
"25000","Massachusetts","4","      Motor vehicles and parts",9891.3,10209.9,10481.8,10210.3,10135.0
"25000","Massachusetts","5","      Furnishings and durable household equipment",7564.4,7772.0,8157.6,8573.1,8892.4
"25000","Massachusetts","6","      Recreational goods and vehicles",9039.4,9323.2,9756.2,10467.0,11582.0
"25000","Massachusetts","7","      Other durable goods",5279.5,5408.0,5528.1,5653.8,5317.0
"25000","Massachusetts","9","      Food and beverages purchased for off-premises consumption",23632.2,24831.8,25281.3,26024.2,28317.3
"25000","Massachusetts","10","      Clothing and footwear",9398.6,9316.7,9453.4,9580.1,8069.6
"25000","Massachusetts","11","      Gasoline and other energy goods",4917.9,5463.0,5943.9,5605.4,4138.2
"25000","Massachusetts","12","      Other nondurable goods",25328.8,27007.0,27967.3,29799.9,30829.4
"25000","Massachusetts","15","      Housing and utilities",56509.0,58543.8,61853.4,64910.9,67721.4
"25000","Massachusetts","16","      Health care",60785.3,61449.1,62471.9,64688.6,59981.9
"25000","Massachusetts","17","      Transportation services",14041.2,14703.3,15793.3,16513.1,10416.2
"25000","Massachusetts","18","      Recreation services",14839.8,15872.8,16521.7,17108.1,11839.7
"25000","Massachusetts","19","      Food services and accommodations",22821.3,23870.5,24875.8,26474.7,18907.6
"25000","Massachusetts","20","      Financial services and insurance",30157.9,31361.2,32793.9,32681.3,33202.6
"25000","Massachusetts","21","      Other services",29731.9,31045.7,32815.7,34249.6,32475.7
"26000","Michigan","1","Personal consumption expenditures",380298.5,394387.0,411915.9,423447.6,411364.2
"26000","Michigan","4","      Motor vehicles and parts",13220.2,14011.0,14359.9,14196.0,14773.9
"26000","Michigan","5","      Furnishings and durable household equipment",8593.5,9072.8,9518.7,9747.6,10184.4
"26000","Michigan","6","      Recreational goods and vehicles",10273.5,10590.7,11298.2,12112.8,13740.3
"26000","Michigan","7","      Other durable goods",6271.5,6344.6,6586.9,6696.9,6332.4
"26000","Michigan","9","      Food and beverages purchased for off-premises consumption",28701.0,30202.1,30957.2,31821.2,35198.4
"26000","Michigan","10","      Clothing and footwear",9973.7,10039.1,10311.9,10427.1,9639.0
"26000","Michigan","11","      Gasoline and other energy goods",8959.4,10051.4,11515.7,11091.2,7849.7
"26000","Michigan","12","      Other nondurable goods",30748.7,32142.8,33319.3,34892.7,36558.3
"26000","Michigan","15","      Housing and utilities",66738.8,68624.9,70916.8,73102.3,74905.8
"26000","Michigan","16","      Health care",65919.4,67025.5,69502.7,72008.3,66288.9
"26000","Michigan","17","      Transportation services",10291.8,10554.1,11108.1,11683.6,9139.1
"26000","Michigan","18","      Recreation services",11690.8,12249.6,12637.3,12801.4,9211.5
"26000","Michigan","19","      Food services and accommodations",22209.7,23189.5,24212.0,24813.7,19198.3
"26000","Michigan","20","      Financial services and insurance",38681.0,41064.1,43556.3,44617.9,45706.1
"26000","Michigan","21","      Other services",27326.6,27853.3,29612.1,30908.9,28003.2
"27000","Minnesota","1","Personal consumption expenditures",231656.7,242701.2,255154.1,262443.4,251204.7
"27000","Minnesota","4","      Motor vehicles and parts",9209.5,9959.2,10694.7,10834.0,11306.7
"27000","Minnesota","5","      Furnishings and durable household equipment",5346.8,5524.3,5752.2,5948.3,6209.8
"27000","Minnesota","6","      Recreational goods and vehicles",9144.0,9794.6,10296.7,10880.3,12060.9
"27000","Minnesota","7","      Other durable goods",3257.1,3204.5,3333.1,3322.7,3077.0
"27000","Minnesota","9","      Food and beverages purchased for off-premises consumption",15228.3,15557.7,16086.8,16340.6,17792.1
"27000","Minnesota","10","      Clothing and footwear",6454.6,6484.9,6597.4,6517.8,6014.7
"27000","Minnesota","11","      Gasoline and other energy goods",5601.4,6217.7,6957.0,6691.1,5029.7
"27000","Minnesota","12","      Other nondurable goods",15515.2,15850.7,16394.1,16948.5,17817.4
"27000","Minnesota","15","      Housing and utilities",40088.1,41933.5,43499.4,45363.4,47004.5
"27000","Minnesota","16","      Health care",42518.8,44334.1,46972.5,48959.5,45394.5
"27000","Minnesota","17","      Transportation services",6947.4,7241.0,7567.7,7941.4,6069.4
"27000","Minnesota","18","      Recreation services",8271.4,8781.2,9152.8,9190.1,6058.9
"27000","Minnesota","19","      Food services and accommodations",13446.7,13849.6,14373.0,14840.7,11143.1
"27000","Minnesota","20","      Financial services and insurance",19837.6,21617.7,23501.0,23487.5,23193.9
"27000","Minnesota","21","      Other services",21130.0,22230.9,23261.6,24411.2,20927.6
"28000","Mississippi","1","Personal consumption expenditures",89429.6,91472.6,94782.1,96533.6,95998.3
"28000","Mississippi","4","      Motor vehicles and parts",4240.5,4279.8,4423.8,4366.2,4798.2
"28000","Mississippi","5","      Furnishings and durable household equipment",2094.3,2154.1,2288.6,2359.8,2592.8
"28000","Mississippi","6","      Recreational goods and vehicles",1722.8,1810.2,1855.4,1936.9,2218.2
"28000","Mississippi","7","      Other durable goods",1425.1,1418.8,1447.9,1471.6,1431.2
"28000","Mississippi","9","      Food and beverages purchased for off-premises consumption",7972.8,8152.9,8340.7,8558.8,9525.5
"28000","Mississippi","10","      Clothing and footwear",2910.5,2897.9,2930.0,2907.4,2831.0
"28000","Mississippi","11","      Gasoline and other energy goods",2926.7,3223.5,3507.4,3273.2,2489.0
"28000","Mississippi","12","      Other nondurable goods",9012.5,9189.4,9354.3,9710.4,10613.0
"28000","Mississippi","15","      Housing and utilities",15799.2,16007.6,16547.6,16572.5,16795.1
"28000","Mississippi","16","      Health care",17495.7,17684.9,18497.0,19215.4,17988.5
"28000","Mississippi","17","      Transportation services",2008.3,2054.5,2129.6,2232.8,1900.8
"28000","Mississippi","18","      Recreation services",2565.4,2588.3,2632.5,2673.2,2085.9
"28000","Mississippi","19","      Food services and accommodations",5953.6,6137.8,6328.9,6527.8,5931.2
"28000","Mississippi","20","      Financial services and insurance",5237.3,5599.8,5917.6,5991.0,5926.7
"28000","Mississippi","21","      Other services",5984.7,6108.8,6317.5,6526.3,6150.4
"29000","Missouri","1","Personal consumption expenditures",226589.2,235186.3,244844.6,252193.6,246053.1
"29000","Missouri","4","      Motor vehicles and parts",9999.7,10304.4,10637.4,10597.0,11519.7
"29000","Missouri","5","      Furnishings and durable household equipment",5082.3,5356.4,5691.4,5761.4,6315.0
"29000","Missouri","6","      Recreational goods and vehicles",5303.5,5380.9,5605.0,5876.6,6568.4
"29000","Missouri","7","      Other durable goods",3299.3,3279.9,3338.6,3375.6,3164.5
"29000","Missouri","9","      Food and beverages purchased for off-premises consumption",16283.1,16736.9,17112.5,17499.2,19288.5
"29000","Missouri","10","      Clothing and footwear",5966.9,6002.6,6036.3,6074.3,5845.6
"29000","Missouri","11","      Gasoline and other energy goods",7256.6,8073.0,8911.1,8640.7,6423.3
"29000","Missouri","12","      Other nondurable goods",19954.1,20658.4,21097.9,21821.0,23077.8
"29000","Missouri","15","      Housing and utilities",36986.7,38020.9,39809.5,40912.6,42079.6
"29000","Missouri","16","      Health care",41343.4,42654.7,44205.9,46675.9,43556.7
"29000","Missouri","17","      Transportation services",6879.0,7273.0,7498.0,7878.3,6551.7
"29000","Missouri","18","      Recreation services",9640.8,9848.2,10064.3,10270.3,7489.7
"29000","Missouri","19","      Food services and accommodations",14332.6,14820.5,15339.7,15963.5,13665.7
"29000","Missouri","20","      Financial services and insurance",17518.8,19152.0,20828.7,21196.3,21547.5
"29000","Missouri","21","      Other services",19738.4,20227.3,20904.9,21928.8,19903.6
"30000","Montana","1","Personal consumption expenditures",39938.1,41782.7,43990.2,45544.7,45719.5
"30000","Montana","4","      Motor vehicles and parts",1990.4,2081.5,2181.1,2225.8,2476.1
"30000","Montana","5","      Furnishings and durable household equipment",1065.0,1088.2,1151.1,1201.1,1364.0
"30000","Montana","6","      Recreational goods and vehicles",1434.4,1451.0,1522.4,1511.7,1833.4
"30000","Montana","7","      Other durable goods",616.4,613.9,633.9,635.4,612.8
"30000","Montana","9","      Food and beverages purchased for off-premises consumption",3449.7,3518.7,3665.4,3761.2,4121.7
"30000","Montana","10","      Clothing and footwear",957.0,970.3,962.5,962.4,959.3
"30000","Montana","11","      Gasoline and other energy goods",1205.7,1313.3,1453.4,1375.3,1015.0
"30000","Montana","12","      Other nondurable goods",2811.0,2863.0,2985.4,3114.5,3414.7
"30000","Montana","15","      Housing and utilities",6525.0,7042.5,7410.6,7777.6,8211.1
"30000","Montana","16","      Health care",7291.3,7641.4,8019.3,8459.2,8169.2
"30000","Montana","17","      Transportation services",1323.7,1423.0,1531.9,1649.8,1395.3
"30000","Montana","18","      Recreation services",1653.3,1730.3,1838.1,1909.6,1470.4
"30000","Montana","19","      Food services and accommodations",2750.2,2823.8,2950.4,3073.5,2650.2
"30000","Montana","20","      Financial services and insurance",2662.6,2822.8,3019.3,3056.9,3164.4
"30000","Montana","21","      Other services",2697.4,2796.8,2997.6,3143.3,2896.8
"31000","Nebraska","1","Personal consumption expenditures",72773.2,75496.3,78631.7,80688.3,79713.9
"31000","Nebraska","4","      Motor vehicles and parts",3796.0,3908.0,4013.9,4018.8,4448.9
"31000","Nebraska","5","      Furnishings and durable household equipment",1613.4,1666.9,1785.2,1859.9,2072.4
"31000","Nebraska","6","      Recreational goods and vehicles",2033.9,2055.2,2139.0,2237.8,2595.5
"31000","Nebraska","7","      Other durable goods",1360.5,1353.9,1391.9,1412.0,1352.9
"31000","Nebraska","9","      Food and beverages purchased for off-premises consumption",5420.3,5556.9,5699.1,5852.2,6484.1
"31000","Nebraska","10","      Clothing and footwear",1885.0,1893.6,1908.2,1882.4,1802.0
"31000","Nebraska","11","      Gasoline and other energy goods",2486.2,2669.8,2974.6,2848.1,2096.0
"31000","Nebraska","12","      Other nondurable goods",5705.3,5813.0,5958.3,6214.4,6677.0
"31000","Nebraska","15","      Housing and utilities",11757.0,12295.4,12858.8,13303.2,13773.7
"31000","Nebraska","16","      Health care",13443.6,14006.1,14490.9,15053.2,14270.7
"31000","Nebraska","17","      Transportation services",2228.0,2317.9,2463.3,2579.3,2090.4
"31000","Nebraska","18","      Recreation services",1993.0,2115.1,2167.3,2205.9,1641.5
"31000","Nebraska","19","      Food services and accommodations",4350.2,4456.9,4612.9,4741.3,4121.1
"31000","Nebraska","20","      Financial services and insurance",6688.8,7108.9,7567.5,7669.9,7681.7
"31000","Nebraska","21","      Other services",5461.0,5613.7,5849.7,6063.7,5420.8
"32000","Nevada","1","Personal consumption expenditures",106878.1,113071.7,120131.7,125927.0,123053.7
"32000","Nevada","4","      Motor vehicles and parts",4284.8,4451.1,4635.3,4590.4,4897.6
"32000","Nevada","5","      Furnishings and durable household equipment",2700.4,2908.7,3193.0,3344.0,3607.9
"32000","Nevada","6","      Recreational goods and vehicles",3173.8,3369.6,3783.2,4084.3,4772.0
"32000","Nevada","7","      Other durable goods",1770.4,1846.7,1897.0,1958.3,1822.4
"32000","Nevada","9","      Food and beverages purchased for off-premises consumption",8920.0,9340.0,9694.4,10099.1,11281.6
"32000","Nevada","10","      Clothing and footwear",3393.2,3412.1,3535.1,3640.5,3212.1
"32000","Nevada","11","      Gasoline and other energy goods",2416.4,2817.0,3140.9,2970.2,2015.1
"32000","Nevada","12","      Other nondurable goods",9362.9,9880.5,10275.0,10943.0,11687.2
"32000","Nevada","15","      Housing and utilities",19792.6,21225.6,22419.8,24190.1,25862.5
"32000","Nevada","16","      Health care",15161.9,15883.9,17099.3,18095.8,17216.5
"32000","Nevada","17","      Transportation services",3594.3,3790.5,4023.7,4245.7,3158.9
"32000","Nevada","18","      Recreation services",4346.1,4626.4,5033.3,5229.9,3798.1
"32000","Nevada","19","      Food services and accommodations",8080.5,8482.7,8833.6,9365.4,7028.9
"32000","Nevada","20","      Financial services and insurance",8896.5,9455.7,10128.5,10200.4,10185.1
"32000","Nevada","21","      Other services",7603.8,8113.5,8725.9,9314.3,8165.4
"33000","New Hampshire","1","Personal consumption expenditures",63683.9,66478.5,69527.2,72029.6,70718.9
"33000","New Hampshire","4","      Motor vehicles and parts",2700.4,2782.9,2877.5,2874.7,3058.8
"33000","New Hampshire","5","      Furnishings and durable household equipment",1487.3,1521.4,1623.4,1720.4,1905.0
"33000","New Hampshire","6","      Recreational goods and vehicles",1430.1,1454.0,1508.5,1602.9,1861.7
"33000","New Hampshire","7","      Other durable goods",991.3,998.3,1015.2,1028.5,977.2
"33000","New Hampshire","9","      Food and beverages purchased for off-premises consumption",4863.0,5079.5,5202.5,5368.2,5987.9
"33000","New Hampshire","10","      Clothing and footwear",1838.0,1828.1,1855.3,1870.7,1681.9
"33000","New Hampshire","11","      Gasoline and other energy goods",1316.3,1541.8,1724.4,1662.3,1223.8
"33000","New Hampshire","12","      Other nondurable goods",4778.2,4911.8,5047.5,5277.5,5624.1
"33000","New Hampshire","15","      Housing and utilities",10948.3,11558.2,11800.0,12196.0,12604.8
"33000","New Hampshire","16","      Health care",11263.2,11634.6,12122.0,12802.9,11967.0
"33000","New Hampshire","17","      Transportation services",1999.6,2064.0,2158.5,2240.8,1830.2
"33000","New Hampshire","18","      Recreation services",2555.1,2678.7,2801.4,2903.3,2171.2
"33000","New Hampshire","19","      Food services and accommodations",3716.8,3847.7,4036.4,4211.3,3531.7
"33000","New Hampshire","20","      Financial services and insurance",5824.6,6251.2,6779.3,6880.1,6999.3
"33000","New Hampshire","21","      Other services",5180.6,5416.6,5877.3,6222.9,5727.4
"34000","New Jersey","1","Personal consumption expenditures",412421.0,423504.6,443499.5,458468.3,446078.4
"34000","New Jersey","4","      Motor vehicles and parts",13170.3,13207.2,13525.0,13319.9,13288.0
"34000","New Jersey","5","      Furnishings and durable household equipment",9968.0,10466.9,11313.0,11941.8,12548.7
"34000","New Jersey","6","      Recreational goods and vehicles",10446.3,10726.3,10991.1,12006.6,13026.6
"34000","New Jersey","7","      Other durable goods",7071.3,7105.8,7322.7,7653.6,7259.4
"34000","New Jersey","9","      Food and beverages purchased for off-premises consumption",28315.6,29013.8,29567.1,30716.4,33794.1
"34000","New Jersey","10","      Clothing and footwear",14037.2,13917.3,14312.4,14582.1,11844.5
"34000","New Jersey","11","      Gasoline and other energy goods",7158.3,7743.2,8248.7,7965.9,5936.0
"34000","New Jersey","12","      Other nondurable goods",36659.0,37679.2,39234.0,41694.3,44402.3
"34000","New Jersey","15","      Housing and utilities",76848.5,78227.6,81933.6,84177.2,86637.1
"34000","New Jersey","16","      Health care",64714.6,67010.3,69846.8,73473.2,69506.9
"34000","New Jersey","17","      Transportation services",13172.9,13593.7,14233.5,14801.3,9784.6
"34000","New Jersey","18","      Recreation services",16482.6,16907.1,17455.2,17524.6,13122.3
"34000","New Jersey","19","      Food services and accommodations",23082.3,23998.9,25320.8,26379.2,20474.6
"34000","New Jersey","20","      Financial services and insurance",32403.7,34137.2,36265.2,36339.4,36812.7
"34000","New Jersey","21","      Other services",34154.6,34546.1,36960.9,38913.6,37581.2
"35000","New Mexico","1","Personal consumption expenditures",69085.3,71261.9,74539.8,76039.3,74276.4
"35000","New Mexico","4","      Motor vehicles and parts",3171.9,3248.6,3423.0,3348.1,3454.9
"35000","New Mexico","5","      Furnishings and durable household equipment",1655.2,1712.0,1830.7,1897.1,2070.8
"35000","New Mexico","6","      Recreational goods and vehicles",1379.8,1399.2,1507.4,1574.5,1736.3
"35000","New Mexico","7","      Other durable goods",1345.1,1362.0,1383.3,1377.9,1298.0
"35000","New Mexico","9","      Food and beverages purchased for off-premises consumption",5957.0,6046.0,6159.8,6233.9,6926.2
"35000","New Mexico","10","      Clothing and footwear",1787.0,1785.7,1808.4,1809.0,1660.4
"35000","New Mexico","11","      Gasoline and other energy goods",2395.8,2556.1,2977.0,2291.8,1626.3
"35000","New Mexico","12","      Other nondurable goods",5434.5,5573.4,5750.5,5939.5,6312.4
"35000","New Mexico","15","      Housing and utilities",12358.0,12879.5,13097.1,13607.4,14056.1
"35000","New Mexico","16","      Health care",12659.6,12950.6,13569.0,14280.2,13517.5
"35000","New Mexico","17","      Transportation services",1851.3,1914.3,2028.6,2124.0,1645.6
"35000","New Mexico","18","      Recreation services",2110.6,2177.3,2251.3,2257.0,1649.0
"35000","New Mexico","19","      Food services and accommodations",5396.1,5488.3,5753.0,5989.4,4643.0
"35000","New Mexico","20","      Financial services and insurance",5099.4,5449.0,5928.8,5894.3,5994.6
"35000","New Mexico","21","      Other services",4171.6,4286.8,4516.6,4863.7,4703.0
"36000","New York","1","Personal consumption expenditures",887610.6,926038.3,976857.3,1015020.4,961707.3
"36000","New York","4","      Motor vehicles and parts",21720.5,22469.3,23209.1,22912.8,22605.5
"36000","New York","5","      Furnishings and durable household equipment",19918.8,20673.7,21973.6,23043.3,23724.1
"36000","New York","6","      Recreational goods and vehicles",19051.2,19510.2,20967.4,22038.4,24055.6
"36000","New York","7","      Other durable goods",13601.6,13782.1,14271.6,14640.4,13811.3
"36000","New York","9","      Food and beverages purchased for off-premises consumption",55543.9,57609.9,60058.8,62597.1,68632.7
"36000","New York","10","      Clothing and footwear",28890.1,29009.4,29972.8,30876.3,25579.1
"36000","New York","11","      Gasoline and other energy goods",10390.6,11724.9,13285.7,12870.1,9099.7
"36000","New York","12","      Other nondurable goods",80989.0,85100.2,88997.1,94625.9,100781.3
"36000","New York","15","      Housing and utilities",156647.2,161518.7,168429.5,175021.8,180971.3
"36000","New York","16","      Health care",150511.6,156540.1,166335.4,175469.2,166004.1
"36000","New York","17","      Transportation services",33462.4,35533.7,38149.4,39761.7,24379.1
"36000","New York","18","      Recreation services",34317.8,34938.8,35990.4,36925.2,25321.9
"36000","New York","19","      Food services and accommodations",63976.2,68064.8,71672.2,75149.7,48830.3
"36000","New York","20","      Financial services and insurance",78329.3,84240.1,91336.0,93529.5,95982.5
"36000","New York","21","      Other services",82647.0,86406.0,90079.5,93691.4,83831.8
"37000","North Carolina","1","Personal consumption expenditures",350566.6,367666.8,388542.8,407915.8,405953.5
"37000","North Carolina","4","      Motor vehicles and parts",16161.8,16709.9,17336.1,17491.4,18550.9
"37000","North Carolina","5","      Furnishings and durable household equipment",9459.8,9870.0,10663.1,11314.4,12499.0
"37000","North Carolina","6","      Recreational goods and vehicles",10545.9,11111.2,12166.2,13763.4,15822.2
"37000","North Carolina","7","      Other durable goods",5630.1,5766.0,5947.1,6147.3,6016.3
"37000","North Carolina","9","      Food and beverages purchased for off-premises consumption",28087.6,29074.9,30125.0,31945.8,36786.5
"37000","North Carolina","10","      Clothing and footwear",10563.1,10653.2,10965.7,11417.5,10785.5
"37000","North Carolina","11","      Gasoline and other energy goods",8763.2,9880.5,11480.8,11096.4,8249.8
"37000","North Carolina","12","      Other nondurable goods",33452.4,34748.8,36018.2,37743.8,41029.5
"37000","North Carolina","15","      Housing and utilities",63455.4,65669.5,68875.8,72016.7,74877.0
"37000","North Carolina","16","      Health care",58254.1,62404.3,66194.8,70605.9,66259.5
"37000","North Carolina","17","      Transportation services",9290.3,9839.6,10385.3,11144.0,9005.0
"37000","North Carolina","18","      Recreation services",14010.7,14425.0,15201.6,15830.0,12871.0
"37000","North Carolina","19","      Food services and accommodations",24274.2,25547.2,26787.7,28247.5,23977.7
"37000","North Carolina","20","      Financial services and insurance",26032.5,27870.5,30114.9,30917.6,31651.3
"37000","North Carolina","21","      Other services",31145.6,32735.1,34876.1,37266.7,34462.1
"38000","North Dakota","1","Personal consumption expenditures",32848.8,33021.3,34104.5,34835.9,33631.3
"38000","North Dakota","4","      Motor vehicles and parts",1378.5,1406.0,1460.0,1453.1,1572.1
"38000","North Dakota","5","      Furnishings and durable household equipment",909.8,867.9,902.0,915.6,1000.3
"38000","North Dakota","6","      Recreational goods and vehicles",1114.3,1109.5,1177.3,1203.3,1377.2
"38000","North Dakota","7","      Other durable goods",471.4,452.2,454.5,455.0,437.1
"38000","North Dakota","9","      Food and beverages purchased for off-premises consumption",2284.2,2251.2,2274.9,2282.0,2462.3
"38000","North Dakota","10","      Clothing and footwear",1018.7,956.6,951.8,944.0,892.7
"38000","North Dakota","11","      Gasoline and other energy goods",682.9,691.3,768.9,726.5,512.2
"38000","North Dakota","12","      Other nondurable goods",2618.6,2600.2,2662.5,2714.2,2856.1
"38000","North Dakota","15","      Housing and utilities",5370.0,5279.3,5268.5,5194.1,5164.4
"38000","North Dakota","16","      Health care",6400.2,6674.5,6909.9,7345.7,6886.1
"38000","North Dakota","17","      Transportation services",1007.9,990.1,1058.9,1123.6,946.5
"38000","North Dakota","18","      Recreation services",968.9,959.8,1012.2,1066.4,807.5
"38000","North Dakota","19","      Food services and accommodations",2134.3,2097.7,2155.5,2210.4,1749.8
"38000","North Dakota","20","      Financial services and insurance",2751.1,2839.8,2908.1,2889.9,2833.0
"38000","North Dakota","21","      Other services",2447.2,2474.1,2691.8,2820.1,2488.8
"39000","Ohio","1","Personal consumption expenditures",431492.2,446452.4,463473.6,475942.2,466159.7
"39000","Ohio","4","      Motor vehicles and parts",17003.0,17716.2,18234.6,18148.9,19110.0
"39000","Ohio","5","      Furnishings and durable household equipment",10205.0,10816.6,11494.7,11927.8,13216.0
"39000","Ohio","6","      Recreational goods and vehicles",12523.3,13131.5,13874.7,14539.1,16414.0
"39000","Ohio","7","      Other durable goods",6527.0,6489.7,6550.5,6613.3,6396.1
"39000","Ohio","9","      Food and beverages purchased for off-premises consumption",34583.8,36443.8,37097.6,37716.6,41397.2
"39000","Ohio","10","      Clothing and footwear",11551.9,11595.4,11551.9,11503.2,10849.2
"39000","Ohio","11","      Gasoline and other energy goods",10709.3,11845.1,13037.0,12468.9,8834.1
"39000","Ohio","12","      Other nondurable goods",37557.1,38853.8,39707.8,41220.0,44118.3
"39000","Ohio","15","      Housing and utilities",70670.4,72055.9,74797.4,76393.7,77921.5
"39000","Ohio","16","      Health care",85896.5,87578.1,90018.0,93945.5,87782.0
"39000","Ohio","17","      Transportation services",10193.5,10525.2,11065.0,11793.7,9637.0
"39000","Ohio","18","      Recreation services",15460.0,16297.3,16877.9,17234.6,12357.6
"39000","Ohio","19","      Food services and accommodations",26377.2,26930.9,27949.1,28965.8,24694.6
"39000","Ohio","20","      Financial services and insurance",28452.4,30929.6,33910.8,34814.9,35758.9
"39000","Ohio","21","      Other services",32912.5,33754.8,34978.8,36289.2,32772.5
"40000","Oklahoma","1","Personal consumption expenditures",126280.4,129593.0,135983.0,138946.2,137469.2
"40000","Oklahoma","4","      Motor vehicles and parts",7134.8,7151.5,7578.8,7552.8,8227.5
"40000","Oklahoma","5","      Furnishings and durable household equipment",3211.7,3259.6,3481.0,3632.4,4078.2
"40000","Oklahoma","6","      Recreational goods and vehicles",3049.3,3121.8,3176.8,3184.2,3645.5
"40000","Oklahoma","7","      Other durable goods",2088.5,2079.0,2133.7,2156.6,2055.2
"40000","Oklahoma","9","      Food and beverages purchased for off-premises consumption",8767.2,8971.9,9217.2,9442.9,10527.4
"40000","Oklahoma","10","      Clothing and footwear",4192.3,4166.6,4278.7,4371.8,4272.0
"40000","Oklahoma","11","      Gasoline and other energy goods",4651.9,4890.9,5580.5,5263.5,3893.1
"40000","Oklahoma","12","      Other nondurable goods",11254.8,11509.0,11873.3,12282.4,13303.4
"40000","Oklahoma","15","      Housing and utilities",22135.9,22561.1,23792.8,23989.1,24491.0
"40000","Oklahoma","16","      Health care",23329.2,23886.8,25056.6,26245.6,24366.1
"40000","Oklahoma","17","      Transportation services",3058.5,3243.7,3502.3,3600.7,3050.9
"40000","Oklahoma","18","      Recreation services",4149.4,4224.6,4389.8,4455.9,3416.9
"40000","Oklahoma","19","      Food services and accommodations",9349.7,9620.9,10050.0,10264.8,9092.0
"40000","Oklahoma","20","      Financial services and insurance",8357.9,8857.2,9535.7,9802.0,10113.4
"40000","Oklahoma","21","      Other services",9631.6,9837.5,10131.0,10622.9,10053.5
"41000","Oregon","1","Personal consumption expenditures",153768.8,163337.5,172989.3,180750.1,178375.4
"41000","Oregon","4","      Motor vehicles and parts",5701.6,6238.8,6491.0,6395.1,6751.1
"41000","Oregon","5","      Furnishings and durable household equipment",4342.1,4693.0,5103.8,5385.7,5873.4
"41000","Oregon","6","      Recreational goods and vehicles",5919.2,6461.7,7000.4,7454.5,8359.7
