"SAPCE2 Per capita personal consumption expenditures (PCE) by major type of product 1/"
"(dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2016","2017","2018","2019","2020"
"28000","Mississippi","5","      Furnishings and durable household equipment",700,720,767,792,874
"28000","Mississippi","6","      Recreational goods and vehicles",576,605,622,650,748
"28000","Mississippi","7","      Other durable goods",477,474,485,494,482
"28000","Mississippi","9","      Food and beverages purchased for off-premises consumption",2666,2726,2796,2874,3211
"28000","Mississippi","10","      Clothing and footwear",973,969,982,976,954
"28000","Mississippi","11","      Gasoline and other energy goods",979,1078,1176,1099,839
"28000","Mississippi","12","      Other nondurable goods",3014,3073,3136,3260,3577
"28000","Mississippi","15","      Housing and utilities",5283,5353,5548,5565,5661
"28000","Mississippi","16","      Health care",5850,5913,6201,6452,6063
"28000","Mississippi","17","      Transportation services",672,687,714,750,641
"28000","Mississippi","18","      Recreation services",858,865,883,898,703
"28000","Mississippi","19","      Food services and accommodations",1991,2052,2122,2192,1999
"28000","Mississippi","20","      Financial services and insurance",1751,1872,1984,2012,1998
"28000","Mississippi","21","      Other services",2001,2043,2118,2191,2073
"29000","Missouri","1","Per capita personal consumption expenditures",37198,38483,39968,41071,39999
"29000","Missouri","4","      Motor vehicles and parts",1642,1686,1736,1726,1873
"29000","Missouri","5","      Furnishings and durable household equipment",834,876,929,938,1027
"29000","Missouri","6","      Recreational goods and vehicles",871,880,915,957,1068
"29000","Missouri","7","      Other durable goods",542,537,545,550,514
"29000","Missouri","9","      Food and beverages purchased for off-premises consumption",2673,2739,2793,2850,3136
"29000","Missouri","10","      Clothing and footwear",980,982,985,989,950
"29000","Missouri","11","      Gasoline and other energy goods",1191,1321,1455,1407,1044
"29000","Missouri","12","      Other nondurable goods",3276,3380,3444,3554,3752
"29000","Missouri","15","      Housing and utilities",6072,6221,6498,6663,6840
"29000","Missouri","16","      Health care",6787,6980,7216,7601,7081
"29000","Missouri","17","      Transportation services",1129,1190,1224,1283,1065
"29000","Missouri","18","      Recreation services",1583,1611,1643,1673,1218
"29000","Missouri","19","      Food services and accommodations",2353,2425,2504,2600,2222
"29000","Missouri","20","      Financial services and insurance",2876,3134,3400,3452,3503
"29000","Missouri","21","      Other services",3240,3310,3412,3571,3236
"30000","Montana","1","Per capita personal consumption expenditures",38323,39647,41429,42560,42310
"30000","Montana","4","      Motor vehicles and parts",1910,1975,2054,2080,2291
"30000","Montana","5","      Furnishings and durable household equipment",1022,1033,1084,1122,1262
"30000","Montana","6","      Recreational goods and vehicles",1376,1377,1434,1413,1697
"30000","Montana","7","      Other durable goods",591,583,597,594,567
"30000","Montana","9","      Food and beverages purchased for off-premises consumption",3310,3339,3452,3515,3814
"30000","Montana","10","      Clothing and footwear",918,921,906,899,888
"30000","Montana","11","      Gasoline and other energy goods",1157,1246,1369,1285,939
"30000","Montana","12","      Other nondurable goods",2697,2717,2812,2910,3160
"30000","Montana","15","      Housing and utilities",6261,6683,6979,7268,7599
"30000","Montana","16","      Health care",6996,7251,7552,7905,7560
"30000","Montana","17","      Transportation services",1270,1350,1443,1542,1291
"30000","Montana","18","      Recreation services",1586,1642,1731,1784,1361
"30000","Montana","19","      Food services and accommodations",2639,2679,2779,2872,2453
"30000","Montana","20","      Financial services and insurance",2555,2679,2844,2857,2928
"30000","Montana","21","      Other services",2588,2654,2823,2937,2681
"31000","Nebraska","1","Per capita personal consumption expenditures",38171,39383,40837,41752,41142
"31000","Nebraska","4","      Motor vehicles and parts",1991,2039,2085,2080,2296
"31000","Nebraska","5","      Furnishings and durable household equipment",846,870,927,962,1070
"31000","Nebraska","6","      Recreational goods and vehicles",1067,1072,1111,1158,1340
"31000","Nebraska","7","      Other durable goods",714,706,723,731,698
"31000","Nebraska","9","      Food and beverages purchased for off-premises consumption",2843,2899,2960,3028,3347
"31000","Nebraska","10","      Clothing and footwear",989,988,991,974,930
"31000","Nebraska","11","      Gasoline and other energy goods",1304,1393,1545,1474,1082
"31000","Nebraska","12","      Other nondurable goods",2993,3032,3094,3216,3446
"31000","Nebraska","15","      Housing and utilities",6167,6414,6678,6884,7109
"31000","Nebraska","16","      Health care",7052,7306,7526,7789,7365
"31000","Nebraska","17","      Transportation services",1169,1209,1279,1335,1079
"31000","Nebraska","18","      Recreation services",1045,1103,1126,1141,847
"31000","Nebraska","19","      Food services and accommodations",2282,2325,2396,2453,2127
"31000","Nebraska","20","      Financial services and insurance",3508,3708,3930,3969,3965
"31000","Nebraska","21","      Other services",2864,2928,3038,3138,2798
"32000","Nevada","1","Per capita personal consumption expenditures",36608,38044,39638,40743,39211
"32000","Nevada","4","      Motor vehicles and parts",1468,1498,1529,1485,1561
"32000","Nevada","5","      Furnishings and durable household equipment",925,979,1054,1082,1150
"32000","Nevada","6","      Recreational goods and vehicles",1087,1134,1248,1321,1521
"32000","Nevada","7","      Other durable goods",606,621,626,634,581
"32000","Nevada","9","      Food and beverages purchased for off-premises consumption",3055,3143,3199,3267,3595
"32000","Nevada","10","      Clothing and footwear",1162,1148,1166,1178,1024
"32000","Nevada","11","      Gasoline and other energy goods",828,948,1036,961,642
"32000","Nevada","12","      Other nondurable goods",3207,3324,3390,3541,3724
"32000","Nevada","15","      Housing and utilities",6779,7142,7398,7827,8241
"32000","Nevada","16","      Health care",5193,5344,5642,5855,5486
"32000","Nevada","17","      Transportation services",1231,1275,1328,1374,1007
"32000","Nevada","18","      Recreation services",1489,1557,1661,1692,1210
"32000","Nevada","19","      Food services and accommodations",2768,2854,2915,3030,2240
"32000","Nevada","20","      Financial services and insurance",3047,3181,3342,3300,3245
"32000","Nevada","21","      Other services",2604,2730,2879,3014,2602
"33000","New Hampshire","1","Per capita personal consumption expenditures",47395,49229,51309,52932,51760
"33000","New Hampshire","4","      Motor vehicles and parts",2010,2061,2123,2113,2239
"33000","New Hampshire","5","      Furnishings and durable household equipment",1107,1127,1198,1264,1394
"33000","New Hampshire","6","      Recreational goods and vehicles",1064,1077,1113,1178,1363
"33000","New Hampshire","7","      Other durable goods",738,739,749,756,715
"33000","New Hampshire","9","      Food and beverages purchased for off-premises consumption",3619,3761,3839,3945,4383
"33000","New Hampshire","10","      Clothing and footwear",1368,1354,1369,1375,1231
"33000","New Hampshire","11","      Gasoline and other energy goods",980,1142,1273,1222,896
"33000","New Hampshire","12","      Other nondurable goods",3556,3637,3725,3878,4116
"33000","New Hampshire","15","      Housing and utilities",8148,8559,8708,8963,9226
"33000","New Hampshire","16","      Health care",8382,8616,8946,9408,8759
"33000","New Hampshire","17","      Transportation services",1488,1528,1593,1647,1340
"33000","New Hampshire","18","      Recreation services",1902,1984,2067,2134,1589
"33000","New Hampshire","19","      Food services and accommodations",2766,2849,2979,3095,2585
"33000","New Hampshire","20","      Financial services and insurance",4335,4629,5003,5056,5123
"33000","New Hampshire","21","      Other services",3855,4011,4337,4573,4192
"34000","New Jersey","1","Per capita personal consumption expenditures",46477,47648,49878,51564,50221
"34000","New Jersey","4","      Motor vehicles and parts",1484,1486,1521,1498,1496
"34000","New Jersey","5","      Furnishings and durable household equipment",1123,1178,1272,1343,1413
"34000","New Jersey","6","      Recreational goods and vehicles",1177,1207,1236,1350,1467
"34000","New Jersey","7","      Other durable goods",797,799,824,861,817
"34000","New Jersey","9","      Food and beverages purchased for off-premises consumption",3191,3264,3325,3455,3805
"34000","New Jersey","10","      Clothing and footwear",1582,1566,1610,1640,1333
"34000","New Jersey","11","      Gasoline and other energy goods",807,871,928,896,668
"34000","New Jersey","12","      Other nondurable goods",4131,4239,4412,4689,4999
"34000","New Jersey","15","      Housing and utilities",8660,8801,9215,9467,9754
"34000","New Jersey","16","      Health care",7293,7539,7855,8264,7825
"34000","New Jersey","17","      Transportation services",1485,1529,1601,1665,1102
"34000","New Jersey","18","      Recreation services",1857,1902,1963,1971,1477
"34000","New Jersey","19","      Food services and accommodations",2601,2700,2848,2967,2305
"34000","New Jersey","20","      Financial services and insurance",3652,3841,4079,4087,4144
"34000","New Jersey","21","      Other services",3849,3887,4157,4377,4231
"35000","New Mexico","1","Per capita personal consumption expenditures",33015,34050,35601,36215,35264
"35000","New Mexico","4","      Motor vehicles and parts",1516,1552,1635,1595,1640
"35000","New Mexico","5","      Furnishings and durable household equipment",791,818,874,904,983
"35000","New Mexico","6","      Recreational goods and vehicles",659,669,720,750,824
"35000","New Mexico","7","      Other durable goods",643,651,661,656,616
"35000","New Mexico","9","      Food and beverages purchased for off-premises consumption",2847,2889,2942,2969,3288
"35000","New Mexico","10","      Clothing and footwear",854,853,864,862,788
"35000","New Mexico","11","      Gasoline and other energy goods",1145,1221,1422,1092,772
"35000","New Mexico","12","      Other nondurable goods",2597,2663,2747,2829,2997
"35000","New Mexico","15","      Housing and utilities",5906,6154,6255,6481,6673
"35000","New Mexico","16","      Health care",6050,6188,6481,6801,6418
"35000","New Mexico","17","      Transportation services",885,915,969,1012,781
"35000","New Mexico","18","      Recreation services",1009,1040,1075,1075,783
"35000","New Mexico","19","      Food services and accommodations",2579,2622,2748,2853,2204
"35000","New Mexico","20","      Financial services and insurance",2437,2604,2832,2807,2846
"35000","New Mexico","21","      Other services",1994,2048,2157,2316,2233
"36000","New York","1","Per capita personal consumption expenditures",45202,47262,49982,52151,49735
"36000","New York","4","      Motor vehicles and parts",1106,1147,1188,1177,1169
"36000","New York","5","      Furnishings and durable household equipment",1014,1055,1124,1184,1227
"36000","New York","6","      Recreational goods and vehicles",970,996,1073,1132,1244
"36000","New York","7","      Other durable goods",693,703,730,752,714
"36000","New York","9","      Food and beverages purchased for off-premises consumption",2829,2940,3073,3216,3549
"36000","New York","10","      Clothing and footwear",1471,1481,1534,1586,1323
"36000","New York","11","      Gasoline and other energy goods",529,598,680,661,471
"36000","New York","12","      Other nondurable goods",4124,4343,4554,4862,5212
"36000","New York","15","      Housing and utilities",7977,8243,8618,8992,9359
"36000","New York","16","      Health care",7665,7989,8511,9015,8585
"36000","New York","17","      Transportation services",1704,1814,1952,2043,1261
"36000","New York","18","      Recreation services",1748,1783,1841,1897,1310
"36000","New York","19","      Food services and accommodations",3258,3474,3667,3861,2525
"36000","New York","20","      Financial services and insurance",3989,4299,4673,4805,4964
"36000","New York","21","      Other services",4209,4410,4609,4814,4335
"37000","North Carolina","1","Per capita personal consumption expenditures",34498,35780,37391,38844,38295
"37000","North Carolina","4","      Motor vehicles and parts",1590,1626,1668,1666,1750
"37000","North Carolina","5","      Furnishings and durable household equipment",931,961,1026,1077,1179
"37000","North Carolina","6","      Recreational goods and vehicles",1038,1081,1171,1311,1493
"37000","North Carolina","7","      Other durable goods",554,561,572,585,568
"37000","North Carolina","9","      Food and beverages purchased for off-premises consumption",2764,2829,2899,3042,3470
"37000","North Carolina","10","      Clothing and footwear",1039,1037,1055,1087,1017
"37000","North Carolina","11","      Gasoline and other energy goods",862,962,1105,1057,778
"37000","North Carolina","12","      Other nondurable goods",3292,3382,3466,3594,3870
"37000","North Carolina","15","      Housing and utilities",6245,6391,6628,6858,7063
"37000","North Carolina","16","      Health care",5733,6073,6370,6723,6250
"37000","North Carolina","17","      Transportation services",914,958,999,1061,849
"37000","North Carolina","18","      Recreation services",1379,1404,1463,1507,1214
"37000","North Carolina","19","      Food services and accommodations",2389,2486,2578,2690,2262
"37000","North Carolina","20","      Financial services and insurance",2562,2712,2898,2944,2986
"37000","North Carolina","21","      Other services",3065,3186,3356,3549,3251
"38000","North Dakota","1","Per capita personal consumption expenditures",43444,43635,44871,45613,43945
"38000","North Dakota","4","      Motor vehicles and parts",1823,1858,1921,1903,2054
"38000","North Dakota","5","      Furnishings and durable household equipment",1203,1147,1187,1199,1307
"38000","North Dakota","6","      Recreational goods and vehicles",1474,1466,1549,1576,1799
"38000","North Dakota","7","      Other durable goods",623,598,598,596,571
"38000","North Dakota","9","      Food and beverages purchased for off-premises consumption",3021,2975,2993,2988,3217
"38000","North Dakota","10","      Clothing and footwear",1347,1264,1252,1236,1166
"38000","North Dakota","11","      Gasoline and other energy goods",903,913,1012,951,669
"38000","North Dakota","12","      Other nondurable goods",3463,3436,3503,3554,3732
"38000","North Dakota","15","      Housing and utilities",7102,6976,6932,6801,6748
"38000","North Dakota","16","      Health care",8465,8820,9091,9618,8998
"38000","North Dakota","17","      Transportation services",1333,1308,1393,1471,1237
"38000","North Dakota","18","      Recreation services",1281,1268,1332,1396,1055
"38000","North Dakota","19","      Food services and accommodations",2823,2772,2836,2894,2286
"38000","North Dakota","20","      Financial services and insurance",3638,3753,3826,3784,3702
"38000","North Dakota","21","      Other services",3237,3269,3542,3693,3252
"39000","Ohio","1","Per capita personal consumption expenditures",37070,38271,39678,40691,39866
"39000","Ohio","4","      Motor vehicles and parts",1461,1519,1561,1552,1634
"39000","Ohio","5","      Furnishings and durable household equipment",877,927,984,1020,1130
"39000","Ohio","6","      Recreational goods and vehicles",1076,1126,1188,1243,1404
"39000","Ohio","7","      Other durable goods",561,556,561,565,547
"39000","Ohio","9","      Food and beverages purchased for off-premises consumption",2971,3124,3176,3225,3540
"39000","Ohio","10","      Clothing and footwear",992,994,989,983,928
"39000","Ohio","11","      Gasoline and other energy goods",920,1015,1116,1066,755
"39000","Ohio","12","      Other nondurable goods",3227,3331,3399,3524,3773
"39000","Ohio","15","      Housing and utilities",6071,6177,6403,6531,6664
"39000","Ohio","16","      Health care",7379,7507,7706,8032,7507
"39000","Ohio","17","      Transportation services",876,902,947,1008,824
"39000","Ohio","18","      Recreation services",1328,1397,1445,1473,1057
"39000","Ohio","19","      Food services and accommodations",2266,2309,2393,2476,2112
"39000","Ohio","20","      Financial services and insurance",2444,2651,2903,2977,3058
"39000","Ohio","21","      Other services",2828,2894,2995,3103,2803
"40000","Oklahoma","1","Per capita personal consumption expenditures",32148,32945,34483,35081,34533
"40000","Oklahoma","4","      Motor vehicles and parts",1816,1818,1922,1907,2067
"40000","Oklahoma","5","      Furnishings and durable household equipment",818,829,883,917,1024
"40000","Oklahoma","6","      Recreational goods and vehicles",776,794,806,804,916
"40000","Oklahoma","7","      Other durable goods",532,529,541,545,516
"40000","Oklahoma","9","      Food and beverages purchased for off-premises consumption",2232,2281,2337,2384,2645
"40000","Oklahoma","10","      Clothing and footwear",1067,1059,1085,1104,1073
"40000","Oklahoma","11","      Gasoline and other energy goods",1184,1243,1415,1329,978
"40000","Oklahoma","12","      Other nondurable goods",2865,2926,3011,3101,3342
"40000","Oklahoma","15","      Housing and utilities",5635,5735,6033,6057,6152
"40000","Oklahoma","16","      Health care",5939,6072,6354,6627,6121
"40000","Oklahoma","17","      Transportation services",779,825,888,909,766
"40000","Oklahoma","18","      Recreation services",1056,1074,1113,1125,858
"40000","Oklahoma","19","      Food services and accommodations",2380,2446,2548,2592,2284
"40000","Oklahoma","20","      Financial services and insurance",2128,2252,2418,2475,2541
"40000","Oklahoma","21","      Other services",2452,2501,2569,2682,2526
"41000","Oregon","1","Per capita personal consumption expenditures",37566,39384,41350,42871,42055
"41000","Oregon","4","      Motor vehicles and parts",1393,1504,1552,1517,1592
"41000","Oregon","5","      Furnishings and durable household equipment",1061,1132,1220,1277,1385
"41000","Oregon","6","      Recreational goods and vehicles",1446,1558,1673,1768,1971
"41000","Oregon","7","      Other durable goods",546,558,580,590,577
"41000","Oregon","9","      Food and beverages purchased for off-premises consumption",3247,3300,3388,3494,3928
"41000","Oregon","10","      Clothing and footwear",1091,1120,1162,1189,1138
"41000","Oregon","11","      Gasoline and other energy goods",797,911,1044,987,707
"41000","Oregon","12","      Other nondurable goods",2572,2657,2782,2886,3101
"41000","Oregon","15","      Housing and utilities",7121,7521,7801,8162,8544
"41000","Oregon","16","      Health care",6723,6984,7219,7615,7124
"41000","Oregon","17","      Transportation services",1308,1369,1455,1506,1076
"41000","Oregon","18","      Recreation services",1442,1511,1579,1619,1142
"41000","Oregon","19","      Food services and accommodations",2714,2858,3074,3201,2427
"41000","Oregon","20","      Financial services and insurance",2397,2562,2781,2821,2974
"41000","Oregon","21","      Other services",2348,2446,2572,2769,2664
"42000","Pennsylvania","1","Per capita personal consumption expenditures",41548,42931,45049,46478,44650
"42000","Pennsylvania","4","      Motor vehicles and parts",1518,1553,1596,1581,1583
"42000","Pennsylvania","5","      Furnishings and durable household equipment",942,978,1033,1078,1140
"42000","Pennsylvania","6","      Recreational goods and vehicles",1099,1118,1245,1345,1538
"42000","Pennsylvania","7","      Other durable goods",618,629,645,655,626
"42000","Pennsylvania","9","      Food and beverages purchased for off-premises consumption",2905,2948,2995,3067,3334
"42000","Pennsylvania","10","      Clothing and footwear",1131,1127,1144,1138,1017
"42000","Pennsylvania","11","      Gasoline and other energy goods",976,1062,1195,1164,855
"42000","Pennsylvania","12","      Other nondurable goods",3569,3673,3782,3948,4157
"42000","Pennsylvania","15","      Housing and utilities",6882,7112,7405,7556,7768
"42000","Pennsylvania","16","      Health care",7526,7727,8097,8402,7894
"42000","Pennsylvania","17","      Transportation services",1188,1215,1292,1342,1013
"42000","Pennsylvania","18","      Recreation services",1523,1556,1613,1668,1188
"42000","Pennsylvania","19","      Food services and accommodations",2367,2439,2530,2620,1975
"42000","Pennsylvania","20","      Financial services and insurance",3188,3422,3717,3852,3986
"42000","Pennsylvania","21","      Other services",4343,4524,4780,5052,4316
"44000","Rhode Island","1","Per capita personal consumption expenditures",40397,41726,43351,44604,42944
"44000","Rhode Island","4","      Motor vehicles and parts",1391,1420,1492,1464,1476
"44000","Rhode Island","5","      Furnishings and durable household equipment",855,924,971,1024,1126
"44000","Rhode Island","6","      Recreational goods and vehicles",822,826,836,905,1017
"44000","Rhode Island","7","      Other durable goods",607,631,654,662,622
"44000","Rhode Island","9","      Food and beverages purchased for off-premises consumption",3082,3203,3326,3408,3751
"44000","Rhode Island","10","      Clothing and footwear",965,966,983,978,885
"44000","Rhode Island","11","      Gasoline and other energy goods",645,736,891,892,636
"44000","Rhode Island","12","      Other nondurable goods",3262,3425,3603,3754,3941
"44000","Rhode Island","15","      Housing and utilities",7223,7399,7630,7786,8058
"44000","Rhode Island","16","      Health care",7325,7447,7545,7872,7242
"44000","Rhode Island","17","      Transportation services",1693,1777,1912,2014,1503
"44000","Rhode Island","18","      Recreation services",1586,1612,1654,1711,1303
"44000","Rhode Island","19","      Food services and accommodations",3131,3265,3447,3688,2837
"44000","Rhode Island","20","      Financial services and insurance",2909,3064,3221,3194,3260
"44000","Rhode Island","21","      Other services",3074,3164,3262,3328,3185
"45000","South Carolina","1","Per capita personal consumption expenditures",34615,35661,37031,38122,37554
"45000","South Carolina","4","      Motor vehicles and parts",1536,1579,1595,1582,1746
"45000","South Carolina","5","      Furnishings and durable household equipment",866,908,960,1020,1148
"45000","South Carolina","6","      Recreational goods and vehicles",756,772,805,844,970
"45000","South Carolina","7","      Other durable goods",574,587,602,613,587
"45000","South Carolina","9","      Food and beverages purchased for off-premises consumption",2936,2933,3017,3075,3438
"45000","South Carolina","10","      Clothing and footwear",1100,1138,1175,1207,1149
"45000","South Carolina","11","      Gasoline and other energy goods",1089,1185,1328,1272,940
"45000","South Carolina","12","      Other nondurable goods",3162,3255,3349,3471,3732
"45000","South Carolina","15","      Housing and utilities",6639,6735,6938,7273,7493
"45000","South Carolina","16","      Health care",5503,5586,5744,5878,5449
"45000","South Carolina","17","      Transportation services",828,881,929,995,810
"45000","South Carolina","18","      Recreation services",1385,1446,1489,1503,1138
"45000","South Carolina","19","      Food services and accommodations",2639,2738,2809,2930,2460
"45000","South Carolina","20","      Financial services and insurance",2195,2380,2617,2702,2807
"45000","South Carolina","21","      Other services",2771,2878,2965,3054,2783
"46000","South Dakota","1","Per capita personal consumption expenditures",37983,39457,41187,42383,41825
"46000","South Dakota","4","      Motor vehicles and parts",1491,1542,1587,1579,1741
"46000","South Dakota","5","      Furnishings and durable household equipment",980,992,1055,1081,1179
"46000","South Dakota","6","      Recreational goods and vehicles",928,905,946,927,1077
"46000","South Dakota","7","      Other durable goods",479,465,477,477,462
"46000","South Dakota","9","      Food and beverages purchased for off-premises consumption",2773,2754,2804,2850,3138
"46000","South Dakota","10","      Clothing and footwear",1011,1018,1044,1039,1020
"46000","South Dakota","11","      Gasoline and other energy goods",799,880,952,894,674
"46000","South Dakota","12","      Other nondurable goods",2778,2815,2873,2961,3201
"46000","South Dakota","15","      Housing and utilities",5856,6006,6237,6401,6498
"46000","South Dakota","16","      Health care",8691,9306,9744,10335,9666
"46000","South Dakota","17","      Transportation services",1062,1108,1134,1191,1087
"46000","South Dakota","18","      Recreation services",1454,1476,1540,1584,1259
"46000","South Dakota","19","      Food services and accommodations",2538,2582,2652,2700,2347
"46000","South Dakota","20","      Financial services and insurance",2723,3033,3342,3356,3389
"46000","South Dakota","21","      Other services",2833,2863,3000,3157,2886
"47000","Tennessee","1","Per capita personal consumption expenditures",34357,35561,36978,38185,37499
"47000","Tennessee","4","      Motor vehicles and parts",1579,1602,1626,1588,1708
"47000","Tennessee","5","      Furnishings and durable household equipment",890,932,990,1042,1131
"47000","Tennessee","6","      Recreational goods and vehicles",783,806,845,932,1028
"47000","Tennessee","7","      Other durable goods",509,518,531,543,506
"47000","Tennessee","9","      Food and beverages purchased for off-premises consumption",2501,2489,2537,2593,2906
"47000","Tennessee","10","      Clothing and footwear",1048,1065,1084,1085,1049
"47000","Tennessee","11","      Gasoline and other energy goods",854,970,1113,1096,773
"47000","Tennessee","12","      Other nondurable goods",3418,3509,3617,3752,4034
"47000","Tennessee","15","      Housing and utilities",6101,6245,6414,6813,7056
"47000","Tennessee","16","      Health care",6171,6287,6444,6605,6295
"47000","Tennessee","17","      Transportation services",942,1003,1046,1146,926
"47000","Tennessee","18","      Recreation services",1214,1271,1332,1364,1011
"47000","Tennessee","19","      Food services and accommodations",2486,2604,2763,2872,2411
"47000","Tennessee","20","      Financial services and insurance",2482,2722,2962,2978,2948
"47000","Tennessee","21","      Other services",2801,2938,3048,3174,2917
"48000","Texas","1","Per capita personal consumption expenditures",36688,37842,39419,40495,39661
"48000","Texas","4","      Motor vehicles and parts",1792,1838,1904,1869,1966
"48000","Texas","5","      Furnishings and durable household equipment",976,993,1063,1083,1173
"48000","Texas","6","      Recreational goods and vehicles",998,1056,1127,1197,1348
"48000","Texas","7","      Other durable goods",618,627,646,650,625
"48000","Texas","9","      Food and beverages purchased for off-premises consumption",2773,2835,2894,2934,3309
"48000","Texas","10","      Clothing and footwear",1215,1223,1249,1238,1146
"48000","Texas","11","      Gasoline and other energy goods",928,1019,1148,1110,811
"48000","Texas","12","      Other nondurable goods",3193,3297,3382,3511,3760
"48000","Texas","15","      Housing and utilities",6445,6546,6799,7063,7257
"48000","Texas","16","      Health care",5767,5903,6052,6294,5793
"48000","Texas","17","      Transportation services",1133,1189,1266,1315,1038
"48000","Texas","18","      Recreation services",1616,1692,1757,1786,1370
"48000","Texas","19","      Food services and accommodations",2661,2739,2863,2988,2515
"48000","Texas","20","      Financial services and insurance",2933,3117,3338,3383,3389
"48000","Texas","21","      Other services",2822,2937,3057,3218,3129
"49000","Utah","1","Per capita personal consumption expenditures",32860,34276,36088,37451,37369
"49000","Utah","4","      Motor vehicles and parts",1586,1689,1791,1795,2019
"49000","Utah","5","      Furnishings and durable household equipment",999,1045,1157,1210,1324
"49000","Utah","6","      Recreational goods and vehicles",1754,1947,2100,2271,2615
"49000","Utah","7","      Other durable goods",624,632,663,677,631
"49000","Utah","9","      Food and beverages purchased for off-premises consumption",2593,2640,2713,2774,3040
"49000","Utah","10","      Clothing and footwear",982,996,1034,1042,987
"49000","Utah","11","      Gasoline and other energy goods",882,991,1123,1100,801
"49000","Utah","12","      Other nondurable goods",2553,2603,2680,2771,2949
"49000","Utah","15","      Housing and utilities",5909,6119,6407,6692,6987
"49000","Utah","16","      Health care",4979,5087,5217,5417,5055
"49000","Utah","17","      Transportation services",1129,1187,1243,1316,1057
"49000","Utah","18","      Recreation services",1416,1485,1529,1569,1168
"49000","Utah","19","      Food services and accommodations",2243,2343,2462,2582,2235
"49000","Utah","20","      Financial services and insurance",2403,2583,2817,2911,3045
"49000","Utah","21","      Other services",2094,2189,2389,2597,2547
"50000","Vermont","1","Per capita personal consumption expenditures",44974,45977,48047,49285,47397
"50000","Vermont","4","      Motor vehicles and parts",1888,1982,2059,2040,2044
"50000","Vermont","5","      Furnishings and durable household equipment",1004,1028,1089,1115,1193
"50000","Vermont","6","      Recreational goods and vehicles",1086,1070,1101,1135,1233
"50000","Vermont","7","      Other durable goods",490,480,484,489,458
"50000","Vermont","9","      Food and beverages purchased for off-premises consumption",3734,3776,3952,4035,4420
"50000","Vermont","10","      Clothing and footwear",892,887,899,904,811
"50000","Vermont","11","      Gasoline and other energy goods",1110,1220,1390,1299,980
"50000","Vermont","12","      Other nondurable goods",3535,3603,3722,3870,4119
"50000","Vermont","15","      Housing and utilities",8277,8314,8771,9055,9407
"50000","Vermont","16","      Health care",8114,8221,8537,8962,8490
"50000","Vermont","17","      Transportation services",1285,1289,1410,1461,1085
"50000","Vermont","18","      Recreation services",1610,1716,1793,1856,1214
"50000","Vermont","19","      Food services and accommodations",3038,3157,3258,3352,2345
"50000","Vermont","20","      Financial services and insurance",2789,2880,2933,2908,2903
"50000","Vermont","21","      Other services",3321,3474,3645,3779,3453
"51000","Virginia","1","Per capita personal consumption expenditures",40392,41429,43092,44124,42757
"51000","Virginia","4","      Motor vehicles and parts",1561,1572,1610,1586,1642
"51000","Virginia","5","      Furnishings and durable household equipment",1011,1043,1096,1120,1254
"51000","Virginia","6","      Recreational goods and vehicles",1059,1101,1189,1309,1498
"51000","Virginia","7","      Other durable goods",693,692,709,724,703
"51000","Virginia","9","      Food and beverages purchased for off-premises consumption",2959,3080,3127,3195,3538
"51000","Virginia","10","      Clothing and footwear",1187,1171,1189,1194,1105
"51000","Virginia","11","      Gasoline and other energy goods",903,1011,1126,1074,786
"51000","Virginia","12","      Other nondurable goods",3417,3530,3626,3783,4056
"51000","Virginia","15","      Housing and utilities",7730,7850,8152,8332,8535
"51000","Virginia","16","      Health care",6210,6371,6586,6897,6361
"51000","Virginia","17","      Transportation services",1251,1287,1334,1401,1024
"51000","Virginia","18","      Recreation services",2152,2165,2263,2295,1638
"51000","Virginia","19","      Food services and accommodations",2761,2829,2914,2998,2384
"51000","Virginia","20","      Financial services and insurance",2773,2955,3143,3131,3161
"51000","Virginia","21","      Other services",3858,3929,4076,4219,3837
"53000","Washington","1","Per capita personal consumption expenditures",42031,43863,46157,47688,46041
"53000","Washington","4","      Motor vehicles and parts",1462,1522,1553,1509,1518
"53000","Washington","5","      Furnishings and durable household equipment",999,1050,1125,1150,1228
"53000","Washington","6","      Recreational goods and vehicles",1459,1557,1706,1848,2168
"53000","Washington","7","      Other durable goods",573,582,606,614,591
"53000","Washington","9","      Food and beverages purchased for off-premises consumption",3189,3233,3313,3382,3836
"53000","Washington","10","      Clothing and footwear",1050,1086,1144,1164,1068
"53000","Washington","11","      Gasoline and other energy goods",709,824,931,882,662
"53000","Washington","12","      Other nondurable goods",2768,2872,2981,3105,3341
"53000","Washington","15","      Housing and utilities",7873,8320,8763,9044,9485
"53000","Washington","16","      Health care",7154,7355,7708,8143,7408
"53000","Washington","17","      Transportation services",1815,1928,2084,2174,1404
"53000","Washington","18","      Recreation services",2132,2184,2286,2334,1792
"53000","Washington","19","      Food services and accommodations",2682,2919,3080,3206,2346
"53000","Washington","20","      Financial services and insurance",3043,3148,3283,3298,3389
"53000","Washington","21","      Other services",3528,3610,3847,4073,3854
"54000","West Virginia","1","Per capita personal consumption expenditures",34015,35113,36869,37938,37206
"54000","West Virginia","4","      Motor vehicles and parts",1487,1502,1614,1623,1712
"54000","West Virginia","5","      Furnishings and durable household equipment",744,758,798,812,895
"54000","West Virginia","6","      Recreational goods and vehicles",582,572,595,615,708
